ID,Nombre,Tipo,Ataque,Ataque Especial,Defensa,Velocidad,Altura,Peso,Defensa Especial,Habilidades,Experiencia Base,Movimientos,URL imagen,Estadísticas Base
763,tsareena,['grass'],120,50,98,72,12,214,98,"leaf-guard, queenly-majesty, sweet-veil",255,"double-slap, stomp, mega-kick, take-down, hyper-beam, low-kick, razor-leaf, solar-beam, toxic, double-team, light-screen, reflect, swift, high-jump-kick, splash, rest, substitute, snore, flail, protect, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, rapid-spin, sweet-scent, synthesis, hidden-power, sunny-day, facade, nature-power, taunt, helping-hand, knock-off, endeavor, teeter-dance, aromatherapy, bullet-seed, bounce, covet, magical-leaf, u-turn, payback, fling, punishment, worry-seed, seed-bomb, energy-ball, giga-impact, zen-headbutt, leaf-storm, power-whip, captivate, grass-knot, low-sweep, round, acrobatics, petal-blizzard, draining-kiss, grassy-terrain, play-rough, play-nice, confide, aromatic-mist, dazzling-gleam, solar-blade, laser-focus, trop-kick, grassy-glide, triple-axel, tera-blast, trailblaze",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png,"{'hp': 72, 'attack': 120, 'defense': 98, 'special-attack': 50, 'special-defense': 98, 'speed': 72}"
764,comfey,['fairy'],52,82,90,100,1,3,110,"flower-veil, triage, natural-cure",170,"bind, vine-whip, wrap, hyper-beam, leech-seed, growth, solar-beam, petal-dance, toxic, double-team, light-screen, swift, amnesia, rest, substitute, thief, snore, protect, sweet-kiss, giga-drain, endure, charm, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, pain-split, encore, sweet-scent, synthesis, hidden-power, sunny-day, psych-up, facade, nature-power, taunt, helping-hand, trick, role-play, magic-coat, knock-off, aromatherapy, bullet-seed, covet, magical-leaf, calm-mind, natural-gift, tailwind, u-turn, fling, lucky-chant, worry-seed, seed-bomb, energy-ball, defog, trick-room, grass-knot, telekinesis, after-you, round, echoed-voice, stored-power, ally-switch, acrobatics, leaf-tornado, petal-blizzard, disarming-voice, draining-kiss, flower-shield, grassy-terrain, play-rough, confide, dazzling-gleam, floral-healing, pollen-puff, grassy-glide, tera-blast, trailblaze, alluring-voice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png,"{'hp': 51, 'attack': 52, 'defense': 90, 'special-attack': 82, 'special-defense': 110, 'speed': 100}"
765,oranguru,"['normal', 'psychic']",60,90,80,60,15,760,110,"inner-focus, telepathy, symbiosis",172,"mega-punch, mega-kick, body-slam, take-down, psybeam, hyper-beam, thunderbolt, thunder, earthquake, toxic, confusion, psychic, double-team, light-screen, reflect, swift, dream-eater, rest, rock-slide, substitute, snore, spite, protect, scary-face, feint-attack, endure, swagger, attract, sleep-talk, return, frustration, safeguard, pain-split, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, facade, nature-power, taunt, trick, magic-coat, brick-break, yawn, knock-off, endeavor, skill-swap, imprison, snatch, hyper-voice, extrasensory, block, covet, calm-mind, gravity, payback, embargo, fling, last-resort, focus-blast, energy-ball, giga-impact, nasty-plot, zen-headbutt, trick-room, charge-beam, wonder-room, psyshock, telekinesis, magic-room, foul-play, after-you, round, stored-power, ally-switch, quash, bulldoze, work-up, confide, psychic-terrain, instruct, brutal-swing, expanding-force, terrain-pulse, tera-blast, trailblaze, chilling-water, psychic-noise",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png,"{'hp': 90, 'attack': 60, 'defense': 80, 'special-attack': 90, 'special-defense': 110, 'speed': 60}"
766,passimian,['fighting'],120,40,90,80,20,828,60,"receiver, defiant",172,"mega-punch, mega-kick, tackle, body-slam, take-down, thrash, double-edge, leer, hyper-beam, low-kick, counter, seismic-toss, earthquake, toxic, quick-attack, double-team, focus-energy, rest, rock-slide, substitute, thief, snore, curse, reversal, protect, scary-face, endure, swagger, attract, sleep-talk, return, frustration, pain-split, baton-pass, iron-tail, vital-throw, hidden-power, rain-dance, sunny-day, shadow-ball, rock-smash, beat-up, uproar, facade, focus-punch, taunt, superpower, revenge, brick-break, knock-off, endeavor, snatch, rock-tomb, aerial-ace, block, bulk-up, shock-wave, gyro-ball, feint, u-turn, close-combat, payback, assurance, fling, seed-bomb, drain-punch, vacuum-wave, focus-blast, energy-ball, giga-impact, gunk-shot, iron-head, grass-knot, smack-down, low-sweep, round, quick-guard, acrobatics, retaliate, bestow, bulldoze, work-up, electroweb, confide, laser-focus, brutal-swing, coaching, tera-blast, trailblaze, chilling-water, upper-hand",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png,"{'hp': 100, 'attack': 120, 'defense': 90, 'special-attack': 40, 'special-defense': 60, 'speed': 80}"
767,wimpod,"['bug', 'water']",35,20,40,80,5,120,30,wimp-out,46,"sand-attack, surf, toxic, screech, double-team, harden, defense-curl, waterfall, swift, leech-life, rest, substitute, snore, protect, spikes, endure, rollout, swagger, attract, sleep-talk, return, frustration, metal-claw, hidden-power, rain-dance, hail, facade, taunt, mud-shot, assurance, bug-buzz, aqua-jet, wide-guard, round, scald, struggle-bug, confide, skitter-smack",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png,"{'hp': 25, 'attack': 35, 'defense': 40, 'special-attack': 20, 'special-defense': 30, 'speed': 80}"
768,golisopod,"['bug', 'water']",125,60,140,40,20,1080,90,emergency-exit,186,"swords-dance, sand-attack, pin-missile, surf, ice-beam, blizzard, hyper-beam, toxic, screech, double-team, defense-curl, waterfall, swift, leech-life, rest, rock-slide, slash, substitute, snore, spite, protect, sludge-bomb, spikes, icy-wind, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, pain-split, hidden-power, rain-dance, psych-up, rock-smash, hail, facade, taunt, brick-break, knock-off, endeavor, dive, rock-tomb, muddy-water, aerial-ace, iron-defense, bulk-up, mud-shot, water-pulse, close-combat, payback, assurance, fling, sucker-punch, poison-jab, dark-pulse, x-scissor, bug-buzz, focus-blast, giga-impact, shadow-claw, iron-head, bug-bite, venoshock, sludge-wave, round, scald, struggle-bug, frost-breath, drill-run, dual-chop, razor-shell, snarl, confide, first-impression, laser-focus, throat-chop, liquidation, skitter-smack",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png,"{'hp': 75, 'attack': 125, 'defense': 140, 'special-attack': 60, 'special-defense': 90, 'speed': 40}"
769,sandygast,"['ghost', 'ground']",55,70,80,15,5,700,45,"water-compaction, sand-veil",64,"sand-attack, absorb, mega-drain, earthquake, toxic, psychic, hypnosis, night-shade, double-team, harden, confuse-ray, amnesia, rest, rock-slide, substitute, snore, curse, spite, protect, scary-face, sludge-bomb, mud-slap, destiny-bond, sandstorm, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, pain-split, hidden-power, rain-dance, sunny-day, ancient-power, shadow-ball, stockpile, spit-up, swallow, facade, trick, role-play, recycle, skill-swap, imprison, astonish, rock-tomb, sand-tomb, iron-defense, block, mud-shot, gravity, brine, fling, rock-polish, energy-ball, earth-power, flash-cannon, stone-edge, stealth-rock, after-you, round, hex, bulldoze, confide, infestation, shore-up, poltergeist, scorching-sands, tera-blast, chilling-water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png,"{'hp': 55, 'attack': 55, 'defense': 80, 'special-attack': 70, 'special-defense': 45, 'speed': 15}"
770,palossand,"['ghost', 'ground']",75,100,110,35,13,2500,75,"water-compaction, sand-veil",168,"sand-attack, body-slam, hyper-beam, absorb, mega-drain, earthquake, toxic, psychic, hypnosis, night-shade, double-team, harden, confuse-ray, amnesia, rest, rock-slide, substitute, snore, curse, spite, protect, scary-face, sludge-bomb, mud-slap, sandstorm, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, pain-split, hidden-power, rain-dance, sunny-day, shadow-ball, facade, trick, role-play, recycle, skill-swap, imprison, astonish, rock-tomb, sand-tomb, iron-defense, block, mud-shot, gravity, brine, embargo, fling, rock-polish, energy-ball, earth-power, giga-impact, flash-cannon, stone-edge, stealth-rock, after-you, round, hex, quash, bulldoze, confide, infestation, shore-up, terrain-pulse, poltergeist, scorching-sands, tera-blast, chilling-water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png,"{'hp': 85, 'attack': 75, 'defense': 110, 'special-attack': 100, 'special-defense': 75, 'speed': 35}"
771,pyukumuku,['water'],60,30,130,5,3,12,130,"innards-out, unaware",144,"counter, toxic, screech, double-team, recover, harden, light-screen, reflect, bide, rest, substitute, curse, spite, protect, endure, swagger, attract, sleep-talk, safeguard, pain-split, baton-pass, rain-dance, mirror-coat, psych-up, hail, memento, taunt, helping-hand, recycle, mud-sport, tickle, block, water-sport, gastro-acid, soak, quash, bestow, confide, venom-drench, purify",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png,"{'hp': 55, 'attack': 60, 'defense': 130, 'special-attack': 30, 'special-defense': 130, 'speed': 5}"
772,type-null,['normal'],95,95,95,59,19,1205,95,battle-armor,107,"razor-wind, swords-dance, tackle, take-down, double-edge, roar, hyper-beam, thunder-wave, toxic, rage, double-team, swift, rest, rock-slide, tri-attack, substitute, snore, protect, scary-face, icy-wind, sandstorm, endure, swagger, sleep-talk, return, frustration, pursuit, hidden-power, rain-dance, sunny-day, hail, facade, magic-coat, imprison, crush-claw, metal-sound, signal-beam, aerial-ace, iron-defense, dragon-claw, u-turn, payback, heal-block, punishment, last-resort, air-slash, x-scissor, giga-impact, shadow-claw, iron-head, double-hit, flame-charge, round, work-up, confide, terrain-pulse",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png,"{'hp': 95, 'attack': 95, 'defense': 95, 'special-attack': 95, 'special-defense': 95, 'speed': 59}"
773,silvally,['normal'],95,95,95,95,23,1005,95,rks-system,285,"razor-wind, swords-dance, tackle, take-down, double-edge, bite, roar, flamethrower, surf, ice-beam, hyper-beam, thunderbolt, thunder-wave, toxic, rage, double-team, self-destruct, swift, explosion, rest, rock-slide, tri-attack, substitute, snore, reversal, protect, scary-face, icy-wind, outrage, sandstorm, endure, swagger, steel-wing, sleep-talk, return, frustration, pursuit, hidden-power, rain-dance, sunny-day, crunch, shadow-ball, heat-wave, hail, facade, magic-coat, imprison, hyper-voice, poison-fang, crush-claw, metal-sound, signal-beam, aerial-ace, iron-defense, dragon-claw, tailwind, u-turn, payback, heal-block, punishment, last-resort, air-slash, x-scissor, giga-impact, shadow-claw, thunder-fang, ice-fang, fire-fang, zen-headbutt, flash-cannon, defog, draco-meteor, iron-head, double-hit, flame-charge, round, water-pledge, fire-pledge, grass-pledge, work-up, snarl, parting-shot, confide, laser-focus, psychic-fangs, multi-attack, steel-beam, terrain-pulse",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png,"{'hp': 95, 'attack': 95, 'defense': 95, 'special-attack': 95, 'special-defense': 95, 'speed': 95}"
774,minior-red-meteor,"['rock', 'flying']",60,60,100,60,3,400,100,shields-down,154,"tackle, take-down, double-edge, hyper-beam, solar-beam, earthquake, toxic, psychic, double-team, confuse-ray, defense-curl, light-screen, reflect, self-destruct, swift, explosion, rest, rock-slide, substitute, snore, protect, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, safeguard, hidden-power, psych-up, ancient-power, facade, endeavor, rock-tomb, cosmic-power, calm-mind, rock-blast, gravity, gyro-ball, u-turn, last-resort, magnet-rise, rock-polish, power-gem, earth-power, giga-impact, zen-headbutt, iron-head, stone-edge, stealth-rock, charge-beam, autotomize, telekinesis, round, shell-smash, acrobatics, bulldoze, confide, dazzling-gleam, meteor-beam, scorching-sands, tera-blast",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png,"{'hp': 60, 'attack': 60, 'defense': 100, 'special-attack': 60, 'special-defense': 100, 'speed': 60}"
775,komala,['normal'],115,75,65,65,4,199,95,comatose,168,"swords-dance, slam, body-slam, take-down, thrash, double-edge, sing, hyper-beam, low-kick, earthquake, toxic, double-team, defense-curl, rock-slide, super-fang, substitute, thief, snore, curse, flail, reversal, protect, endure, charm, rollout, swagger, attract, sleep-talk, return, frustration, rapid-spin, metal-claw, hidden-power, rain-dance, sunny-day, psych-up, stockpile, spit-up, swallow, facade, wish, superpower, brick-break, yawn, knock-off, endeavor, rock-tomb, bulk-up, calm-mind, u-turn, payback, fling, last-resort, sucker-punch, seed-bomb, giga-impact, shadow-claw, zen-headbutt, gunk-shot, iron-head, wood-hammer, low-sweep, round, quash, acrobatics, bulldoze, work-up, play-rough, confide, stomping-tantrum, tera-blast, ice-spinner, trailblaze",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png,"{'hp': 65, 'attack': 115, 'defense': 65, 'special-attack': 75, 'special-defense': 95, 'speed': 65}"
776,turtonator,"['fire', 'dragon']",78,91,135,36,20,2120,85,shell-armor,170,"mega-punch, mega-kick, tackle, body-slam, roar, ember, flamethrower, hyper-beam, solar-beam, fire-spin, earthquake, toxic, double-team, smog, fire-blast, explosion, rest, substitute, snore, curse, flail, protect, outrage, endure, swagger, attract, sleep-talk, return, frustration, rapid-spin, iron-tail, hidden-power, sunny-day, uproar, heat-wave, will-o-wisp, facade, taunt, revenge, endeavor, hyper-voice, overheat, rock-tomb, iron-defense, block, dragon-claw, bulk-up, shock-wave, payback, fling, dragon-pulse, focus-blast, giga-impact, flash-cannon, draco-meteor, iron-head, stone-edge, charge-beam, head-smash, wide-guard, venoshock, smack-down, heavy-slam, flame-charge, round, shell-smash, incinerate, bulldoze, dragon-tail, work-up, heat-crash, confide, brutal-swing, shell-trap, stomping-tantrum, body-press, scale-shot, burning-jealousy, lash-out, scorching-sands",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png,"{'hp': 60, 'attack': 78, 'defense': 135, 'special-attack': 91, 'special-defense': 85, 'speed': 36}"
777,togedemaru,"['electric', 'steel']",98,40,63,96,3,33,73,"iron-barbs, lightning-rod, sturdy",152,"tackle, twineedle, pin-missile, hyper-beam, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, agility, double-team, defense-curl, reflect, swift, rest, super-fang, substitute, thief, snore, flail, reversal, protect, endure, rollout, swagger, spark, attract, sleep-talk, return, present, frustration, encore, iron-tail, hidden-power, fake-out, facade, charge, helping-hand, role-play, wish, endeavor, tickle, bounce, covet, shock-wave, gravity, gyro-ball, u-turn, payback, assurance, fling, last-resort, magnet-rise, poison-jab, giga-impact, zen-headbutt, discharge, iron-head, grass-knot, charge-beam, electro-ball, after-you, round, volt-switch, work-up, electroweb, wild-charge, fell-stinger, disarming-voice, confide, spiky-shield, eerie-impulse, electric-terrain, nuzzle, zing-zap, steel-beam, steel-roller, rising-voltage",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png,"{'hp': 65, 'attack': 98, 'defense': 63, 'special-attack': 40, 'special-defense': 73, 'speed': 96}"
778,mimikyu-disguised,"['ghost', 'fairy']",90,50,80,96,2,7,105,disguise,167,"scratch, swords-dance, take-down, hyper-beam, thunderbolt, thunder-wave, thunder, toxic, psychic, night-shade, mimic, screech, double-team, confuse-ray, light-screen, dream-eater, leech-life, splash, rest, slash, substitute, thief, nightmare, snore, curse, spite, protect, feint-attack, destiny-bond, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, pain-split, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, beat-up, will-o-wisp, facade, taunt, trick, grudge, snatch, astonish, bulk-up, covet, payback, embargo, fling, copycat, last-resort, dark-pulse, x-scissor, drain-punch, giga-impact, shadow-claw, shadow-sneak, trick-room, charge-beam, wood-hammer, hone-claws, telekinesis, magic-room, after-you, round, hex, work-up, phantom-force, draining-kiss, misty-terrain, play-rough, confide, dazzling-gleam, baby-doll-eyes, infestation, burning-jealousy, tera-blast, pounce, trailblaze",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png,"{'hp': 55, 'attack': 90, 'defense': 80, 'special-attack': 50, 'special-defense': 105, 'speed': 96}"
779,bruxish,"['water', 'psychic']",105,70,70,92,9,190,70,"dazzling, strong-jaw, wonder-skin",166,"swords-dance, take-down, bite, disable, water-gun, hydro-pump, surf, ice-beam, blizzard, hyper-beam, toxic, confusion, psychic, agility, rage, screech, double-team, light-screen, reflect, waterfall, dream-eater, psywave, rest, super-fang, substitute, snore, protect, scary-face, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, safeguard, pain-split, iron-tail, hidden-power, rain-dance, crunch, whirlpool, uproar, torment, facade, taunt, magic-coat, snatch, poison-fang, astonish, signal-beam, aerial-ace, bulk-up, calm-mind, water-pulse, payback, embargo, fling, aqua-tail, giga-impact, ice-fang, trick-room, aqua-jet, wonder-room, psyshock, venoshock, telekinesis, magic-room, synchronoise, after-you, round, ally-switch, scald, frost-breath, confide, psychic-terrain, psychic-fangs, liquidation, expanding-force, flip-turn, wave-crash, tera-blast, chilling-water, psychic-noise",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png,"{'hp': 68, 'attack': 105, 'defense': 70, 'special-attack': 70, 'special-defense': 70, 'speed': 92}"
